Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Jun-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Jul-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Oct-23,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Nov-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jan-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Feb-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Mar-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Apr-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,May-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jun-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jul-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Oct-23,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jan-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Feb-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Mar-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Apr-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jun-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jul-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jun-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Oct-23,9,9,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Nov-23,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Dec-23,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jan-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Feb-24,9,9,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Mar-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Apr-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,May-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jun-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jul-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,10,10,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Nov-23,12,12,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Dec-23,10,10,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jan-24,17,17,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Feb-24,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Mar-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Apr-24,14,14,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,May-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jun-24,12,12,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jul-24,20,20,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Oct-23,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Nov-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Dec-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jan-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Feb-24,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Mar-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Apr-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,May-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jun-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jul-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Nov-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Dec-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jan-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Feb-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Mar-24,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Apr-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,May-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jun-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jul-24,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Nov-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Oct-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Nov-23,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Dec-23,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jan-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Feb-24,12,12,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Mar-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Apr-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,May-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jun-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jul-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Oct-23,11,11,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Nov-23,12,12,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Dec-23,9,9,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jan-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Feb-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Mar-24,9,9,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Apr-24,16,16,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,May-24,9,9,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jun-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jul-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Oct-23,55,55,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Nov-23,89,89,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Dec-23,31,31,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Jan-24,45,45,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Feb-24,72,72,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Mar-24,180,180,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Apr-24,140,140,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,May-24,206,206,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Jun-24,286,286,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Community Health Research Center Yaba,Jul-24,204,204,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Oct-23,13,13,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Nov-23,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Dec-23,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Jan-24,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Feb-24,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Mar-24,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Apr-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,May-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Jun-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Military Hospital Lagos,Jul-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Oct-23,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Nov-23,11,11,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Dec-23,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Jan-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Feb-24,14,14,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Mar-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Apr-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,May-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Jun-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Nigerian Navy Reference Hospital Ojo,Jul-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Oct-23,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Nov-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Dec-23,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Jan-24,6,6,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Feb-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Mar-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Apr-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,May-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Jun-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la Obisessan Naval Medical Center Lagos,Jul-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Oct-23,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Nov-23,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Dec-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Jan-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Feb-24,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Mar-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Apr-24,5,5,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,May-24,7,7,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Jun-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,la TIERS,Jul-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Oct-23,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Nov-23,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Dec-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Jan-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Feb-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Mar-24,8,8,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Apr-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,May-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Jun-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,oy 2 Division Medical Services and Hospital Ibadan,Jul-24,4,4,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Oct-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Nov-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Dec-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Jan-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Feb-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Apr-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,May-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 3 Division Medical Services and Hospital Jos,Jul-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Oct-23,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Nov-23,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Dec-23,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Jan-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Feb-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Mar-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Apr-24,3,3,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,May-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Jun-24,1,1,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,pl 563 Nigerian Airforce Hospital Jos,Jul-24,2,2,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,ri Community Health and Research Center Port Harcourt,Oct-23,63,63,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,ri Community Health and Research Center Port Harcourt,Nov-23,51,51,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,ri Community Health and Research Center Port Harcourt,Dec-23,11,11,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,ri Community Health and Research Center Port Harcourt,Jan-24,65,65,1,1,1,1
HTS_TST_POS: Newly Identified HIV-Positives (Including KP) FY23,ri Community Health and Research Center Port Harcourt,Feb-24,52,52,1,1,1,1
