Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_CURR: Total Patients Currently on ART,la TIERS,February 2024,147,147,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,March 2024,183,183,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,April 2024,171,171,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,May 2024,180,180,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,June 2024,76,76,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,October 2023,447,447,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,November 2023,444,444,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,December 2023,375,375,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,January 2024,406,406,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,February 2024,410,410,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,March 2024,389,389,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,April 2024,391,391,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,May 2024,391,391,1,1,1,1
TX_CURR: Total Patients Currently on ART,oy 2 Division Medical Services and Hospital Ibadan,June 2024,123,123,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,October 2023,217,217,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,November 2023,217,217,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,December 2023,196,196,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,January 2024,222,222,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,February 2024,219,219,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,March 2024,209,209,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,April 2024,223,223,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,May 2024,220,220,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 3 Division Medical Services and Hospital Jos,June 2024,219,219,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,October 2023,876,876,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,November 2023,875,875,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,December 2023,872,872,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,January 2024,891,891,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,February 2024,892,892,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,March 2024,876,876,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,April 2024,879,879,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,May 2024,878,878,1,1,1,1
TX_CURR: Total Patients Currently on ART,pl 563 Nigerian Airforce Hospital Jos,June 2024,878,878,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,October 2023,3217,3217,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,November 2023,3267,3267,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,December 2023,2202,2202,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,January 2024,2912,2912,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,February 2024,2439,2439,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,March 2024,2207,2207,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,April 2024,1789,1789,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,May 2024,2274,2274,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Community Health and Research Center Port Harcourt,June 2024,2262,2262,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,October 2023,2904,2904,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,November 2023,2910,2910,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,December 2023,2780,2780,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,January 2024,2825,2825,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,February 2024,2807,2807,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,March 2024,2761,2761,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,April 2024,2770,2770,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,May 2024,2713,2713,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Military Hospital Portharcourt,June 2024,2752,2752,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,October 2023,309,309,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,November 2023,313,313,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,December 2023,249,249,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,January 2024,281,281,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,February 2024,291,291,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,March 2024,275,275,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,April 2024,296,296,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,May 2024,300,300,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Borokiri,June 2024,280,280,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,October 2023,387,387,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,November 2023,388,388,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,December 2023,343,343,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,January 2024,365,365,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,February 2024,360,360,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,March 2024,347,347,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,April 2024,363,363,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,May 2024,364,364,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Naval Medical Centre Onne,June 2024,366,366,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,October 2023,296,296,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,November 2023,305,305,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,December 2023,291,291,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,January 2024,305,305,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,February 2024,300,300,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,March 2024,307,307,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,April 2024,308,308,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,May 2024,307,307,1,1,1,1
TX_CURR: Total Patients Currently on ART,ri Nigerian Airforce Reference Hospital Port Harcourt,June 2024,323,323,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,October 2023,181,181,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,November 2023,174,174,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,December 2023,167,167,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,January 2024,160,160,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,February 2024,162,162,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,March 2024,143,143,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,April 2024,152,152,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,May 2024,159,159,1,1,1,1
TX_CURR: Total Patients Currently on ART,so 8 Division Medical Services and Hospital Sokoto,June 2024,145,145,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,October 2023,39,39,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,November 2023,43,43,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,December 2023,42,42,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,January 2024,39,39,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,February 2024,22,22,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,March 2024,20,20,1,1,1,1
TX_CURR: Total Patients Currently on ART,ta 20 Battalion Medical Reception Station Serti Taraba,April 2024,0,0,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ab 14 Brigade Medical Centre Ohafia,October 2023,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ab 14 Brigade Medical Centre Ohafia,November 2023,6,6,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ab 14 Brigade Medical Centre Ohafia,December 2023,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ab 14 Brigade Medical Centre Ohafia,January 2024,8,8,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ab 14 Brigade Medical Centre Ohafia,February 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,October 2023,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,November 2023,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,December 2023,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,January 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,February 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,March 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,April 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,May 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ad 23 Brigade Medical Centre Yola,June 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,October 2023,12,12,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,November 2023,8,8,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,December 2023,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,January 2024,5,5,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,February 2024,14,14,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,March 2024,5,5,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,April 2024,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,May 2024,9,9,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak 6 Battalion Medical Reception Station Abak,June 2024,5,5,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,October 2023,6,6,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,November 2023,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,December 2023,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,January 2024,7,7,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,February 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,March 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,April 2024,5,5,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Forward Operating Base Ibaka,June 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,November 2023,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,December 2023,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,January 2024,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,February 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,March 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,April 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,November 2023,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,December 2023,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,January 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,February 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,March 2024,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,April 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,May 2024,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),an 302 Artillery Regiment Medical Reception Station Onitsha,June 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,October 2023,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,November 2023,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,February 2024,4,4,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,April 2024,3,3,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,May 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba 33 Brigade Medical Center Shadawanka,June 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,December 2023,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,January 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,February 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,March 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May 2024,1,1,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,October 2023,6,6,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,November 2023,7,7,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,December 2023,6,6,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,January 2024,5,5,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,February 2024,10,10,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,March 2024,7,7,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,April 2024,2,2,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,May 2024,6,6,1,1,1,1
TX_NEW: Newly Initiated on ART (Including KP),be 161 Nigerian Airforce Hospital Makurdi,June 2024,6,6,1,1,1,1
